danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
0.647,0.729,5,-6.251,1,0.0236,0.0206,0.0489,0.134,0.687,94.01,7vFv0yFGMJW3qVXbAd9BK9,249627,4
0.649,0.888,6,-4.807,1,0.0293,0.013,2.23e-06,0.0888,0.553,100.975,2lwwrWVKdf3LR9lbbhnr6R,208467,4
0.674,0.89,1,-4.455,0,0.0433,0.221,0.0,0.0869,0.781,97.021,5i0eU4qWEhgsDcG6xO5yvy,216787,4
0.578,0.817,0,-6.542,1,0.0363,0.183,3.06e-06,0.285,0.726,141.621,5DiXcVovI0FcY2s0icWWUu,272293,4
0.765,0.535,0,-7.229,1,0.0265,0.22,2.55e-05,0.104,0.548,105.019,5eWOsyHHic4vJP3LjTVhqv,183720,4
0.479,0.407,1,-12.428,0,0.0346,0.912,0.401,0.11,0.338,91.91,4eruRiSfDY1jdT03hjyi0i,306581,4
0.581,0.384,9,-11.195,1,0.0336,0.697,0.813,0.0889,0.0466,77.412,3uxhyRdWVXp7GQvERQl6fA,279634,4
0.742,0.533,0,-9.098,1,0.0288,0.459,0.148,0.064,0.391,97.395,0CsM8VGDi38kusMv3pxyj1,329147,4
0.86,0.408,6,-8.841,0,0.0532,0.203,0.0,0.103,0.53,116.831,2Y9WfjpGt3kzv7cbRl3s3O,256733,4
0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,0BCPKOYdS2jbQ8iyB56Zns,307880,4
0.444,0.771,8,-4.127,1,0.0304,0.000234,0.0184,0.108,0.198,139.172,2R3wzFFjNYc1z3PSoO8FNV,345707,4
0.32,0.917,9,-5.903,1,0.0771,0.0717,0.0,0.169,0.715,190.757,15tHagkk8z306XkyOHqiip,188360,4
0.594,0.728,0,-6.917,1,0.0281,0.216,0.0881,0.124,0.687,137.97,6YQeOwMMAkB9MV9yMWmrjh,264662,4
0.63,0.908,11,-2.42,1,0.0326,0.0238,0.592,0.116,0.968,120.522,4fPBB44eDH71YohayI4eKV,189227,4
0.35,0.775,11,-3.364,1,0.054,0.00433,0.283,0.0676,0.588,199.866,6u0x5ad9ewHvs3z6u9Oe3c,235547,4
0.542,0.531,9,-7.481,1,0.0301,0.0033,1.51e-06,0.338,0.671,105.97,56NkIxSZZiMpFP5ZNSxtnT,183391,4
0.489,0.649,9,-5.11,1,0.0336,0.000603,0.713,0.101,0.77,158.009,57Xjny5yNzAcsxnusKmAfA,219827,4
0.624,0.91,0,-5.703,1,0.0297,0.0285,0.000198,0.0789,0.767,104.042,7kzKAuUzOITUauHAhoMoxA,193051,4
0.627,0.589,0,-9.056,1,0.0405,0.497,7.05e-05,0.324,0.247,115.284,4kTLpAbhuEGHAAdDjOIWaa,295293,4
0.58,0.653,5,-3.818,1,0.0745,0.447,0.0,0.111,0.175,150.231,6vBdBCoOhKHiYDDOcorfNo,174960,4
0.703,0.594,5,-6.146,0,0.0752,0.342,0.0,0.123,0.475,153.848,68poZGRClFTzLdeRz9X0M2,114893,4
0.58,0.685,7,-11.723,1,0.0334,0.244,0.0,0.266,0.663,126.442,5AVGO9BDNucuEb80GKmc5N,233933,4
0.446,0.632,1,-12.197,1,0.034,0.0793,0.000266,0.0881,0.359,113.176,1Ic9pKxGSJGM0LKeqf6lGe,233173,4
0.414,0.428,0,-11.097,1,0.0278,0.382,0.000243,0.148,0.282,145.075,2TVxnKdb3tqe1nhQWwwZCO,377093,4
0.554,0.498,9,-8.866,1,0.0685,0.23,5.98e-06,0.795,0.413,79.635,5hVghJ4KaYES3BFUATCYn0,190067,4
0.402,0.754,8,-4.837,1,0.0432,0.143,0.0,0.358,0.621,108.17,4XZxalvnG4Yo8YZLuiT1kV,191248,4
0.51,0.835,3,-4.673,1,0.0447,0.00791,0.0,0.219,0.435,140.024,11cDEev79fPKi6uJCjUhu8,226747,4
0.729,0.545,0,-7.818,1,0.0316,0.0174,0.000274,0.369,0.514,103.012,09oZ9eXQ2fo6YDrPzJqAoP,177067,4
0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,2Fxmhks0bxGSBdJ92vM42m,194088,4
0.809,0.662,11,-10.496,1,0.0427,0.11,0.000168,0.122,0.529,121.072,3dYKyv7l70pDq8tG6WRpev,160909,4
0.463,0.62,7,-5.647,1,0.167,0.131,0.0,0.0619,0.158,83.031,7c5h27Ju8JE5xWKTQ88KhL,202640,1
0.738,0.861,2,-4.141,1,0.237,0.318,0.00182,0.325,0.58,131.98,18PergoIrGmRyeYxnaXJN2,189052,4
0.351,0.956,7,-1.996,1,0.245,0.0949,0.0,0.226,0.446,83.655,5FYvEl2ThSP9THRBuB1qRB,176875,4
0.906,0.596,0,-5.88,0,0.243,0.0578,0.0,0.109,0.701,144.038,0yFvWTLs3iIwDbc91noXGT,226846,4
0.645,0.598,1,-13.18,0,0.0335,0.221,3.53e-06,0.0721,0.913,105.929,7Ar4G7Ci11gpt6sfH9Cgz5,227267,4
0.829,0.839,1,-5.251,1,0.0443,0.0993,0.0201,0.0491,0.96,121.589,0CUEc6T65lrU6rVW3HVYsl,221093,4
0.787,0.42,4,-14.32,0,0.0645,0.153,0.164,0.169,0.838,161.247,709ffFK4o4MtG1NKoLvOma,301373,4
0.744,0.502,5,-7.719,1,0.0359,0.183,0.000228,0.189,0.66,112.344,1nQRg9q9uwALGzouOX5OyQ,348227,4
0.485,0.659,0,-10.508,1,0.0321,0.0133,0.000195,0.166,0.66,164.841,4TOY0nJD6T0xhTT7l9W9xC,203707,4
0.68,0.436,4,-13.219,1,0.0401,0.39,0.00351,0.146,0.929,143.019,30VpfIcLiuLYN3HHjrpWJ7,163893,4
0.765,0.806,0,-4.464,0,0.0276,0.0453,0.0129,0.0914,0.964,116.017,7sI80PK0P3tDCvULKszqzL,208213,4
0.444,0.448,1,-8.325,0,0.0301,0.461,4.71e-06,0.108,0.382,149.634,7wtmaB8TOVjItfBcBP59TL,234913,4
0.402,0.617,1,-4.934,1,0.0306,0.0891,0.0,0.117,0.52,76.097,2fWRRecCCnzAE4gLBUjz8M,257693,4
0.608,0.497,8,-6.311,1,0.0258,0.189,0.0,0.0729,0.608,82.49,0e7QzF7gA3cEpkCNuZ8AGY,198880,4
0.802,0.645,5,-6.181,0,0.0715,0.272,0.0,0.119,0.376,100.001,6nDKrPlXdpomGBgAlO7UdP,157202,4
0.724,0.647,1,-5.642,1,0.0658,0.28,0.0,0.102,0.435,106.96,2rPE9A1vEgShuZxxzR2tZH,207333,4
0.72,0.741,10,-6.529,0,0.0287,0.101,1.41e-05,0.289,0.357,119.896,6WkJ2OK163XXS2oARUC9JM,198053,4
0.585,0.525,7,-5.915,0,0.0817,0.034,2.6e-05,0.139,0.533,167.811,2VDTgXwf3F6kcpX4HI0BKy,195747,3
0.686,0.276,5,-12.85,1,0.0321,0.94,0.0,0.111,0.681,131.854,2by0pYpb2dx0pbEkP4T4ve,220147,4
0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,6u7jPi22kF8CTQ3rb9DHE7,157067,4
0.481,0.638,0,-5.862,1,0.0276,0.153,0.0,0.154,0.497,79.064,2hKdd3qO7cWr2Jo0Bcs0MA,259933,4
0.403,0.777,5,-6.416,1,0.0354,0.0999,3.28e-06,0.124,0.149,76.329,4zXvB4MoQD8onk0NCZbeHG,240933,4
0.714,0.833,5,-5.239,1,0.0259,0.00249,0.0,0.298,0.663,129.964,3rLIv187BhjyweFe89SgLn,220920,4
0.804,0.822,11,-4.299,0,0.0821,0.112,0.0,0.281,0.737,99.072,7oJtjEkcsXLGcuXaZ8o2VJ,193920,4
0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,6lanRgr6wXibZr8KgzXxBl,285120,3
0.487,0.279,6,-11.586,0,0.0265,0.647,0.00185,0.11,0.162,139.362,6kyxQuFD38mo4S3urD2Wkw,237027,4
0.636,0.831,5,-3.945,1,0.182,0.0294,3.85e-06,0.272,0.668,175.015,2fTsFCKRFQ5M0igJgabnLA,223053,4
0.616,0.869,0,-3.911,1,0.0327,0.0283,0.0,0.064,0.473,127.966,6ebkx7Q5tTxrCxKq4GYj0Y,234560,4
0.72,0.672,7,-6.852,1,0.0551,0.009,0.0,0.232,0.705,124.986,3GpbwCm3YxiWDvy29Uo3vP,204640,4
0.688,0.702,7,-4.792,0,0.0499,0.0215,0.0,0.128,0.74,94.006,6Knv6wdA0luoMUuuoYi2i1,192191,4
0.839,0.804,1,-2.513,1,0.0329,0.0192,0.0,0.331,0.888,122.973,2oENJa1T33GJ0w8dC167G4,239987,4
0.72,0.607,1,-4.168,1,0.0322,0.0543,0.0,0.113,0.828,121.223,4vVTI94F9uJ8lHNDWKv0i2,201947,4
0.762,0.661,1,-6.075,0,0.0687,0.15,0.0,0.256,0.769,130.009,1hGy2eLcmC8eKx7qr1tOqx,225373,4
0.606,0.883,3,-3.243,1,0.0423,0.00872,0.0,0.0698,0.608,128.053,5pmL3RzOy3IvGFaSDi4hZL,244907,4
0.607,0.934,3,-4.217,1,0.0314,0.0327,0.0,0.0909,0.568,122.01,7ElF5zxOwYP4qVSWVvse3W,201547,4
0.751,0.783,4,-3.724,1,0.0859,0.00379,0.0,0.036,0.816,119.975,2CEgGE6aESpnmtfiZwYlbV,202613,4
0.872,0.872,1,-6.328,1,0.139,0.0476,0.00112,0.0543,0.809,116.948,2aI21FnmY7TJVKeMaoQZ0t,223080,4
0.808,0.97,10,-6.098,0,0.0506,0.0569,6.13e-05,0.154,0.868,114.328,2gam98EZKrF9XuOkU13ApN,242293,4
0.76,0.459,7,-10.323,1,0.0423,0.0574,0.0117,0.256,0.134,91.995,6eNeTj9NecqgP1VEqInpKg,275563,4
0.798,0.629,11,-6.857,0,0.0735,0.00474,2.17e-05,0.324,0.4,130.0,3F9ByoUqu31xU0I3G5xfVg,284373,4
0.659,0.628,0,-8.685,0,0.179,0.186,0.0,0.105,0.262,94.05,3JA9Jsuxr4xgHXEawAdCp4,219427,4
0.648,0.931,1,-3.15,0,0.181,0.00937,0.0,0.752,0.744,153.649,2ygMBIctKIAfbEBcT9065L,213067,4
0.835,0.687,5,-3.18,1,0.184,0.101,0.0,0.132,0.828,94.059,1FreAz1lmnDi5aKLB6GdFM,272533,4
0.743,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.96,4kLLWz7srcuLKA7Et40PQR,289133,4
0.656,0.609,8,-6.025,1,0.0285,0.0357,0.0,0.0973,0.0872,118.036,76MdMwQ4yiw1wIbA16sOrA,184400,4
0.597,0.839,7,-3.946,0,0.389,0.00105,1.16e-06,0.617,0.412,129.942,4NGikVnR4wpcB79gZE7tgg,264093,4
0.607,0.807,0,-6.548,0,0.126,0.0067,1.18e-06,0.251,0.565,128.046,2sPva3d85R7yKf60y7QZpD,210560,4
0.751,0.736,5,-4.168,0,0.156,0.0206,0.0,0.265,0.352,130.014,7mitXLIMCflkhZiD34uEQI,262147,4
0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031,4E5P1XyAFtrjpiIxkydly4,182307,4
0.668,0.857,7,-2.944,0,0.0535,0.0191,6.71e-06,0.0385,0.748,131.959,16Of7eeW44kt0a1M0nitHM,215693,4
0.549,0.932,8,-4.11,0,0.343,0.0127,0.0,0.347,0.787,82.439,5uHYcK0nbEYgRaFTY5BqnP,196133,4
0.688,0.853,10,-5.814,1,0.0493,0.386,0.0,0.0862,0.743,103.993,59dLtGBS26x7kc0rHbaPrq,268320,4
0.66,0.867,6,-4.285,0,0.116,0.11,0.0,0.0368,0.377,93.033,6lV2MSQmRIkycDScNtrBXO,180480,4
0.736,0.688,2,-5.736,1,0.0478,0.207,0.499,0.402,0.36,102.009,3SOp10shYtVHuZWxVGenUb,178400,4
0.592,0.926,7,-3.469,1,0.126,0.0775,0.0,0.187,0.432,99.018,77ZdAoTHYoF6Umo76HFD4m,228533,4
0.716,0.838,10,-4.289,1,0.0513,0.134,0.0,0.148,0.646,130.034,3bfqkspKABT4pPicm6wC9F,222213,4
0.584,0.681,1,-5.084,0,0.0781,0.495,0.0,0.289,0.821,79.702,23hbqaze4DcmXchvsqIB5Q,237173,4
0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,0qOnSQQF0yzuPWsXrQ9paz,210960,4
0.483,0.881,7,-3.365,1,0.191,0.131,0.0,0.199,0.662,82.16,6ZbgdWdevEzUInvtj2h1HN,175553,4
0.516,0.909,1,-3.988,0,0.22,0.167,0.0,0.552,0.472,169.972,56z8UyE4foPVnSrER7lVR5,219659,4
0.524,0.873,5,-5.08,0,0.24,0.00286,0.0,0.318,0.334,177.977,7ezqQc9fdjV2YNbBIQNAUz,245514,4
0.633,0.673,6,-6.403,0,0.258,0.297,0.0,0.206,0.659,86.776,2qPUnoasNe4Ep43emVXEig,211160,4
0.487,0.659,2,-5.445,1,0.0337,0.0428,0.0,0.0686,0.134,141.954,2xtkHfwbrnaZdNADoFlG5j,233107,4
0.51,0.869,1,-3.307,0,0.039,0.000738,0.0,0.343,0.737,156.019,7jnKeBzhW2RvoHKdwPlNjk,175400,4
0.742,0.784,1,-5.458,1,0.0552,0.0308,0.0,0.354,0.65,101.002,6eFahAdQgABBj1XOM99cBG,188200,4
0.641,0.787,0,-4.271,1,0.0375,0.0268,0.0,0.11,0.916,93.01,5YhAAlelWek228jZzxgEfr,201507,4
0.686,0.783,4,-4.977,1,0.119,0.0764,0.0,0.163,0.814,99.978,2i0AUcEnsDm3dsqLrFWUCq,200467,4
0.244,0.482,6,-5.574,0,0.0305,0.831,2.27e-05,0.0894,0.41,169.658,5qEsQiKndh4h3d16LiZs5x,373703,4
0.442,0.363,4,-5.739,1,0.0271,0.566,0.0,0.109,0.325,84.88,0OnVrVeNCLdkZfUC2LZss8,186493,4
0.54,0.439,10,-8.591,1,0.115,0.635,1.93e-05,0.0993,0.371,167.908,7vGGAJBkHKxKtOnGjQduDV,209547,4
0.498,0.235,1,-16.541,0,0.188,0.72,0.0,0.144,0.0895,118.917,4ZLzoOkj0MPWrTLvooIuaa,179080,4
0.775,0.872,6,-4.194,1,0.0469,0.033,0.0579,0.298,0.379,122.994,5sdb5pMhcK44SSLsj1moUh,191496,4
0.853,0.691,0,-4.342,1,0.0526,0.0877,7.54e-05,0.11,0.561,124.043,43tgC5pTYJpc5D3C9HRwEg,205986,4
0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,5N4erncE7kuUccm7zEmwzk,238173,4
0.616,0.809,1,-4.775,0,0.033,0.0148,0.0,0.718,0.468,140.007,653SgdD6rQ9YPtsqRgQVzm,181961,4
0.694,0.63,7,-6.84,0,0.162,0.0998,0.000635,0.12,0.341,90.045,6SkHm6poyKfzV6kc9any8k,189493,4
0.785,0.6,8,-5.592,1,0.0651,0.152,0.0,0.0569,0.685,100.94,0QybZismzGhgQ2r0jYzmsr,175842,4
0.614,0.719,9,-4.694,1,0.0955,0.179,1.72e-05,0.163,0.34,160.075,47OqtEbWGkG6eDNGUNCYYB,271733,4
0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,7ef4DlsgrMEH11cDZd32M6,214847,4
0.702,0.473,3,-7.499,0,0.0421,0.204,0.0,0.0848,0.528,104.974,5NACaWLnFkMDY5c4IUiqml,180480,4
0.516,0.858,4,-7.403,1,0.0356,0.0408,0.0569,0.374,0.667,125.028,3GqOK5ZhWPhxl5qKark3iG,201231,4
0.44,0.635,11,-6.385,1,0.0326,0.129,0.0,0.121,0.327,128.133,1ahVFh0ViDZr8LvkEVlq3B,207095,4
0.539,0.651,1,-5.304,1,0.0432,0.0651,0.0,0.0662,0.474,105.159,15kQGEy89K8deJcZVFEn0N,199227,4
0.645,0.568,5,-9.127,0,0.0823,0.543,0.266,0.257,0.391,84.999,1DUSuNhF8P5vUGNPpQiZa5,166101,4
0.489,0.357,0,-6.033,1,0.0263,0.738,0.0,0.105,0.236,81.937,5mdBAkjyr5AuFFbRXQ1M2X,234080,4
0.626,0.639,10,-5.62,1,0.085,0.0465,0.0,0.161,0.638,144.009,3nAA4RDSUPZf5AB2P3B6r8,212783,4
0.544,0.87,8,-6.103,1,0.26,0.0015,2.8e-06,0.246,0.502,129.984,7rn94fZKrOwHunAgWtvJUs,210093,4
0.417,0.791,7,-3.598,1,0.0376,0.0667,0.000652,0.114,0.688,109.99,5ncfFVXZcSiOO7yIfOJo7l,189427,4
0.584,0.508,3,-4.769,1,0.0277,0.138,0.0,0.0686,0.615,79.045,3kdMsiPxpilmfgTyy7rHRT,182367,4
0.611,0.835,6,-4.107,1,0.139,0.167,0.0,0.107,0.672,102.023,6Ezd7nKzmAdiYp2H8MclsL,179457,4
0.432,0.668,7,-11.111,1,0.0342,5.26e-05,0.172,0.349,0.875,121.417,6xnPY0pNh5I7l4VOH62v6j,254373,4
0.539,0.825,0,-4.021,1,0.0479,0.0105,1.43e-05,0.0693,0.465,125.06,349flwjNbqIaE0Mph3jLGD,233733,4
0.573,0.73,9,-6.74,1,0.0307,0.00727,2.97e-06,0.111,0.569,115.133,5WgnqMS5UHZqnHoJ4XrrjH,204240,4
0.502,0.967,7,-4.14,1,0.0801,0.0122,8.22e-06,0.342,0.466,131.939,624ra5mDiibqvFYDK4yhmo,213333,4
0.793,0.65,6,-8.298,0,0.0433,0.228,0.000128,0.163,0.647,102.477,5wtCf1L40Hmf3ptlKfXt1U,208653,4
0.569,0.567,1,-5.327,0,0.0325,0.296,0.0,0.0855,0.798,159.914,2BEZkzfIWNFSNjZMAKhyAR,199893,4
0.637,0.129,11,-17.082,1,0.0346,0.887,0.0,0.0719,0.298,125.802,77enz5hl8RicxrbPB56VXQ,227619,4
0.498,0.583,0,-4.762,1,0.0274,0.105,0.0,0.0698,0.4,82.071,7rdGrVIoqwPWOULauvglio,267933,4
0.291,0.79,11,-5.683,0,0.0363,0.00133,5.61e-06,0.0811,0.513,155.667,6vrUTGn5p8IrfTZ0J6sIVM,289907,3
0.563,0.592,9,-4.571,1,0.0276,0.209,5.08e-05,0.132,0.136,104.016,11bD1JtSjlIgKgZG2134DZ,267933,4
0.868,0.347,5,-9.529,1,0.0536,0.308,2e-05,0.11,0.659,110.059,4VywXu6umkIQ2OS0m1I79y,207680,4
0.5,0.418,0,-6.535,1,0.0377,0.566,0.000193,0.11,0.176,84.899,7IHOIqZUUInxjVkko181PB,172724,4
0.63,0.53,0,-7.259,1,0.0434,0.4,0.0,0.177,0.417,108.038,2YlZnw2ikdb837oKMKjBkW,225053,3
0.366,0.269,0,-8.456,1,0.0287,0.829,1.67e-05,0.108,0.492,86.577,0VZ9xPNa6ROafP6GYYuv2S,205453,4
0.669,0.447,1,-6.271,1,0.0305,0.524,0.0,0.167,0.17,141.808,6jjd5vJtgKwzMtxJeTlLqH,264281,4
0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,3KkXRkHbMCARz0aVfEt68P,158040,4
0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,7dt6x5M1jzdTEt8oCbisTK,231267,4
0.75,0.56,8,-8.094,1,0.105,0.546,0.0,0.111,0.459,140.06,3swc6WTsr7rl9DqQKQA55C,221440,4
0.572,0.912,7,-4.875,1,0.0707,0.00155,1.2e-06,0.102,0.606,156.073,3yZQk5PC52CCmT4ZaTIKvv,187187,4
0.322,0.534,9,-6.662,0,0.0316,0.64,0.0,0.691,0.271,150.418,3pRRYcXy3Z0PsAa8griSoF,275333,4
0.534,0.425,9,-5.917,1,0.0272,0.128,0.0,0.14,0.0742,132.041,1Of1g1PMt1wKW1L4Te6oDM,298733,4
0.375,0.561,9,-9.756,1,0.0409,0.896,0.561,0.437,0.438,95.477,7rxAS8wDb3l3B0mB15BFp5,66800,4
0.427,0.773,8,-4.222,1,0.115,0.00605,4.02e-06,0.0396,0.695,171.806,1qIgyDoc2rwtq8w49jeWL8,303293,4
0.26,0.719,5,-4.765,1,0.0364,0.048,0.0,0.454,0.419,159.072,3IHHqmfKJHyI0obINUdg1W,322040,4
0.526,0.923,11,-4.089,1,0.0282,0.00247,0.000164,0.0866,0.775,121.597,1gEpsc5gYZ4CH6tqkd0eec,231027,4
0.559,0.955,4,-3.924,1,0.0412,0.00237,7.06e-05,0.0566,0.957,129.98,3gBiC50QtRYGuo9pL4fQfI,191787,4
0.546,0.814,7,-5.146,1,0.0314,0.023,0.0,0.0972,0.146,104.98,3479kk78dx3GFt048Udq54,285653,4
0.29,0.827,8,-3.451,1,0.0362,0.000659,2.55e-06,0.301,0.45,167.086,0HJRAM7Gt9jXskuXjZeFX3,493400,4
0.381,0.984,1,-2.42,1,0.0638,2.53e-05,6.91e-05,0.27,0.81,186.081,45zvStEMsXp8z45OQRhWFJ,174320,4
0.37,0.937,1,-3.939,0,0.0356,7.37e-05,0.00817,0.0904,0.874,93.307,4wsQGsdf8D0Bj26cGdvreB,134293,4
0.531,0.909,11,-4.236,1,0.034,0.0175,0.0,0.231,0.814,97.546,1Dr1fXbc2IxaK1Mu8P8Khz,178000,4
0.599,0.0674,8,-19.786,1,0.0451,0.976,1.58e-06,0.254,0.427,148.588,2tWrm7IeJVOjazBAhYoBjn,189000,4
0.628,0.943,1,-3.914,0,0.0402,0.000504,0.000237,0.152,0.743,104.041,2Q22sa3Y4lKXHHBBAxEhYY,224947,4
0.732,0.243,0,-6.023,1,0.0435,0.939,0.0,0.111,0.106,102.087,0j35X8cTq543QDYLOyqB8W,280227,4
0.374,0.568,1,-3.825,0,0.109,0.219,0.00219,0.513,0.111,84.733,3DK6m7It6Pw857FcQftMds,547733,4
0.245,0.64,2,-7.426,0,0.0608,0.131,8.11e-06,0.0766,0.105,135.739,2u0CelO5c81XS7z3dGpHbS,255133,4
0.542,0.459,4,-8.354,1,0.271,0.476,0.0,0.115,0.594,143.179,3bBcJ5L26TPFKFhl2b0jrw,195280,4
0.694,0.389,8,-5.41,1,0.0706,0.3,0.0,0.158,0.409,90.984,2JuIs3XJlYPy8vBO66CEkJ,169872,4
0.694,0.695,2,-6.612,1,0.0705,0.489,0.000159,0.131,0.468,100.035,65Bynqyt59f3fojjs1Uo41,189787,4
0.531,0.675,0,-3.281,1,0.33,0.121,0.0,0.327,0.799,177.953,5X3VpTYsESWoh80dMa60jd,186046,4
0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,1wjzFQodRWrPcQ0AnYnvQ9,197437,4
0.73,0.494,10,-6.402,1,0.0565,0.57,0.0,0.158,0.561,86.732,4RtexJZ1OyRkDNlqVUt8Zt,247293,4
0.666,0.389,7,-7.36,1,0.0306,0.414,0.0,0.102,0.418,92.138,5hH7Rb0DVsOStke6eGS9Sr,201181,4
0.544,0.69,6,-5.723,0,0.0425,0.012,0.0095,0.0615,0.219,123.962,3RptaQ5Xb8WvtpItZ2f9Hi,276147,4
0.731,0.588,3,-5.217,1,0.0749,0.334,0.0,0.278,0.449,80.019,7cWyFwAaxdK2HSRuiRkMjy,235720,4
0.47,0.474,5,-9.406,1,0.0262,0.0643,0.0,0.0645,0.241,170.173,0tutU5E5kMR3bY8sZllpoJ,247773,4
0.507,0.48,5,-5.418,1,0.0266,0.449,0.0,0.147,0.35,86.046,4H7WNRErSbONkM06blBoGc,204427,4
0.545,0.67,9,-8.81,1,0.0496,0.009,0.000822,0.0451,0.481,151.553,5e9TFTbltYBg2xThimr0rU,270213,4
0.643,0.703,0,-5.573,1,0.0913,0.0218,0.0,0.0964,0.246,95.041,79Mjfhh393dZdAsTvUFDR6,215724,4
0.519,0.78,2,-4.939,1,0.0356,0.00165,2.14e-05,0.156,0.166,145.125,3YD9EehnGOf88rGSZFrnHg,239333,4
0.558,0.889,9,-4.388,1,0.0345,0.00107,0.000998,0.538,0.566,152.097,6c9UjtsLpfK5hTwTrdRDbR,219667,4
0.579,0.928,0,-4.344,1,0.0411,0.000715,0.0,0.18,0.882,95.594,1fJFuvU2ldmeAm5nFIHcPP,171533,4
0.459,0.914,11,-6.686,1,0.117,0.00145,1.15e-05,0.29,0.668,107.567,3OqvxOIBOvcmYRo6vWSvmq,192973,4
0.465,0.947,4,-5.513,1,0.0883,0.00249,9.04e-05,0.12,0.6,100.717,1D23LHWrtlQL9QwxDaUjXZ,143867,4
0.425,0.978,11,-5.154,1,0.109,5.44e-05,0.000267,0.124,0.583,99.867,5IKqS0Kmme9uVOVjulysEV,199973,4
0.468,0.935,0,-7.633,1,0.0884,0.000569,0.000185,0.495,0.217,114.283,3yoQDKtUKFL5jVakkV8wel,224933,4
0.463,0.925,11,-5.74,1,0.0747,0.0106,0.027,0.189,0.59,158.337,3HM4NePuYAqdXpAGBk7nNz,251867,4
0.535,0.875,11,-8.316,1,0.0398,0.068,0.00441,0.102,0.345,93.983,4nXKO951m6TdWQQbH1KJH3,183845,4
0.626,0.425,0,-15.656,1,0.0356,0.231,0.0,0.114,0.952,150.875,60mGckXEG1EzR4VmjYLfEW,264333,4
0.275,0.403,4,-11.014,0,0.0302,0.257,0.000526,0.222,0.272,168.455,6Ovy9HgSkOCgVTXUcMcYXD,244180,4
0.319,0.275,7,-13.195,1,0.0303,0.444,0.000365,0.183,0.253,75.754,6f5sSC3ORfpUMYtE4J06VW,258800,4
0.56,0.68,6,-7.648,0,0.321,0.555,0.0,0.116,0.319,89.391,0d2iYfpKoM0QCKvcLCkBao,173800,4
0.301,0.353,4,-15.588,0,0.0467,0.778,0.489,0.406,0.189,134.588,2t5GyUfFoZg3E8ak3i7dVP,621107,3
0.617,0.49,7,-7.326,1,0.0283,0.561,9.28e-06,0.316,0.267,106.071,2SeJ9YrUC24fQKOlOUZVTG,212535,4
0.576,0.426,7,-11.142,1,0.0324,0.568,0.0011,0.149,0.364,113.975,4KHELuogB4jiwbJu5J5SCR,212267,4
0.63,0.895,7,-6.975,1,0.0449,0.00833,0.835,0.0758,0.664,114.298,00rfH5P91gEB16psDtn5WW,202933,4
0.451,0.939,5,-2.82,0,0.0512,0.00673,4.85e-06,0.0774,0.448,93.416,2fAIfPLrPUTW1AmJRR428Q,204200,4
0.494,0.946,4,-2.757,1,0.0637,0.00129,0.0,0.398,0.741,103.408,33iv3wnGMrrDugd7GBso1z,169027,4
0.412,0.227,0,-12.696,1,0.0359,0.787,4.69e-06,0.282,0.226,80.111,35r28RDot7nPE7y9K9H7l0,257267,4
0.599,0.859,11,-6.489,1,0.0446,0.0156,0.0,0.221,0.749,92.993,0ecaQ32DmWG6KrteSfTl2m,161027,4
0.528,0.647,2,-3.038,1,0.0285,0.254,0.0,0.108,0.404,142.25,71eZxQvmZs0scmUZcNPOlH,215693,4
0.777,0.831,8,-2.129,1,0.177,0.42,0.0,0.105,0.791,160.153,0PowxVSTY2uh1CPc8EPKyX,167898,4
0.613,0.6,8,-7.097,1,0.154,0.166,0.0,0.117,0.532,147.059,5YAP8zpqj1eIX88makBjDe,223543,4
0.707,0.661,1,-5.711,0,0.39,0.245,0.0,0.176,0.157,89.197,4V3N5LvUOh3yDPP16cwAhE,319240,4
0.52,0.807,2,-6.281,1,0.409,0.24,0.00257,0.199,0.628,178.012,2b3KgzISdjZVNPJJ1945nw,168591,4
0.92,0.698,2,-11.415,1,0.247,0.195,1.44e-05,0.0658,0.814,111.813,01LUIYDKWEyvAEjAD2W5Bz,236387,4
0.818,0.67,11,-13.912,0,0.0757,0.122,0.00156,0.31,0.917,112.704,19tYXOfQFZ7gdGA3LAH76I,469267,4
0.911,0.625,10,-9.05,0,0.365,0.0264,0.0,0.245,0.795,96.631,6NDvawBbLhpuEWJg0jtEtn,377800,4
